id,anchor,target,context,score
718bd7b5b416af38,absorbent properties,adsorption performance,D01,0.5
9e04e83b91c5a26d,absorbent properties,capable of absorbing,D01,0.5
7fb7109c1cb77c32,absorbent properties,characteristic,D01,0.25
e0e1ca90a19d93ce,absorbent properties,desiccant,D01,0.25
c3a71343cdd163f3,absorbent properties,dielectric properties,D01,0
9b4be6865a6a7d88,absorbent properties,food absorption,D01,0
4aceb34c827489b2,absorbent properties,mechanical properties,D01,0.25
9dd002fa5c1ab0b3,absorbent properties,mechanical resistance,D01,0.25
bf87a44a7ef7986f,absorbent properties,metal properties,D01,0
4e2321fa76cac0c1,absorbent properties,moisture,D01,0.25
6985fcc0a72d6efc,absorbent properties,optical properties,D01,0
49c355296f89e42e,absorbent properties,performance,D01,0.25
d79f949f5e767ed8,absorbent properties,physical properties,D01,0.5
7f71cfa3cfd274c3,absorbent properties,physical resistance,D01,0.25
4c5430e37544ca9f,absorbent properties,physiological properties,D01,0
86c37efbf9add8b4,absorbent properties,plastic properties,D01,0
0c95ec8908cac866,absorbent properties,polymer,D01,0.25
028faac1cefe4f7d,absorbent properties,properties,D01,0.5
ddd36c73b9ece884,absorbent properties,samples,D01,0.25
6db7ef8d8421bcac,absorbent properties,soaking,D01,0.5
ee015d21956c9d4d,absorbent properties,soaking properties,D01,0.75
ba7e30f46cf2e34b,absorbent properties,sponge,D01,0.25
da7052634b294dbb,absorbent properties,water,D01,0.25
c068f3a417547e96,absorbent properties,water penetration capacity,D01,0.75
f9a985b9e1772f8f,absorbent properties,amount,D21,0.25
895794bda535b343,absorbent properties,formation,D21,0.25
3608a96d8c6d4ecb,absorbent properties,strength,D21,0.25
7606c6fa59a125f8,acan,aggrecan core protein,C07,0.75
f7b25dd02c06f8d0,acan,aggrecan core protein precursor,C07,0.75
50a44303d260f1fc,acan,cartilage extracellular matrix,C07,0.25
b4a7556ad626f0bc,acan,cartilage specific proteoglycan core protein,C07,0.75
00a1e5f0484ca4c1,acan,chondroitin sulfate proteoglycan 1,C07,0.75
199f0b8833011e49,acan,coding language,C07,0
60a4c191bdccff4f,acan,coding languages,C07,0
dc29c774e92b0b65,acan,coding programming,C07,0
f524d90c3d85bdeb,acan,core strength,C07,0
cb1cd1f70f89ecf0,acan,gene,C07,0.25
526e7b2433cfa5da,acan,genes,C07,0.25
8a5573ec16949f4b,acan,hyalectans,C07,0.5
1cf08c7f43cfd1b0,acan,large aggregating proteoglycan,C07,0.75
5c70e4760d8d8ff4,acan,lecticans,C07,0.5
2d7f1b3ea74e2c38,acan,machine learning,C07,0
a6dee66427c6fb90,acan,neural network,C07,0
8726542c434bd282,acan,precursor,C07,0.25
c8527b0605b19db1,acan,protein,C07,0.25
913e2562771cbb0c,acan,protein coding gene,C07,0.5
8f5ece74ab9299eb,acan,proteins,C07,0.25
ba0d2831300d9b37,acan,proteoglycans,C07,0.25
ee26739c23fefe2b,acan,sox,C07,0.25
7ba63f8f90f24670,acan,tissue expression,C07,0.25
e6d6b1713f4b3a3e,accept information,accept the establishment,A45,0
1b9e8b4b43d11ca6,accept information,accept this information,A45,0.75
f463e4e26cb4c3d6,accept information,acceptance angle,A45,0
c94e7b08d9402064,accept information,accepting information from,A45,0.75
0c9325df3a6dde0a,accept information,approve information,A45,0.5
a617e96ffd84f668,accept information,authorization of information,A45,0.5
9139cc91e466bc1c,accept information,behaviour information analysis,A45,0
d5cebe572de28ec9,accept information,contain information,A45,0.5
2f27415964b30abb,accept information,contain items,A45,0.25
6f1f9a291daa2d78,accept information,data accepted,A45,0.5
1b4d79c285ba330b,accept information,data set,A45,0.25
df6de3890013e7a6,accept information,display,A45,0.25
2771e4ab047a52f8,accept information,display a data,A45,0.25
d9628d2cbc2d20df,accept information,display a information,A45,0.5
8d4e33dff5418e62,accept information,display an information,A45,0.5
a9aef9cb5ef22537,accept information,display data,A45,0.25
e9ce0059e0db62e9,accept information,display information,A45,0.5
7868f55cb35297ab,accept information,indicate a data,A45,0.25
75974d6019242c17,accept information,indicate data,A45,0.25
8658715eab34a30b,accept information,indicate information,A45,0.5
dcbf5eb733ce6b7a,accept information,informal letter,A45,0
09f623895803d55a,accept information,information,A45,0.5
e865c688d8198872,accept information,information data,A45,0.25
5ea3fa4f9aa2e4e6,accept information,information processing apparatus,A45,0.25
481dd9137a1021a2,accept information,information storage,A45,0.25
f4bf99c180c8b41e,accept information,information value,A45,0.25
1399d5ede123e907,accept information,price he or she accepts,A45,0
cfe4a53278917f5b,accept information,receiving information,A45,0.5
b36d81ddf0791a98,accept information,sanction information,A45,0.5
0bf7a68130117d92,accept information,third option to accept,A45,0
d47638cfa77bc4aa,accept information,transaction information,A45,0.25
4994def77e2b9e7f,accept information,undertake information,A45,0.5
a937ae580ea4bd97,achieve authentication,achieve access,H04,0.75
ea154b802bebc48a,achieve authentication,achieve authentication accuracy,H04,0.5
24eda11bf0665917,achieve authentication,achieve authorization,H04,0.75
14c027729175aedd,achieve authentication,achieve goal,H04,0
6553f33ff35f0e58,achieve authentication,achieve goals,H04,0
76a67059397b6ab4,achieve authentication,achieve local authentication,H04,0.5
b1f6c5153065d1f4,achieve authentication,achieve mutual authentication,H04,0.5
8f503153606f57ba,achieve authentication,achieve success,H04,0
c48fe27988cb335a,achieve authentication,achieve target,H04,0
0d40fb13a68069f1,achieve authentication,achieve the authentication requirement,H04,0.75
7a33ea9b3475af14,achieve authentication,achieve verification,H04,0.75
d2088cdd8be8761b,achieve authentication,biometric,H04,0.25
804ab9af5a8550f6,achieve authentication,denial of authorization,H04,0.25
a9517b7094b76f0c,achieve authentication,denied access,H04,0.25
86a215a06817e866,achieve authentication,encryption,H04,0.5
63ae5e20e8e310dd,achieve authentication,failed authorization request,H04,0.25
67dbbc523e25a8b1,achieve authentication,login,H04,0.25
1a76d7a9dadc8deb,achieve authentication,multi factor authentication,H04,0.5
2ad713aa54d461ba,achieve authentication,signature,H04,0.25
35546bdc044efe91,achieve authentication,target achieved,H04,0
ae669f9980698f21,achieve authentication,vehicle verification,H04,0
3b4ba853a71438bf,acid absorption,absorbent cotton,B01,0
5fd6fe279671b601,acid absorption,absorption spectrum,B01,0
7c0ead66438745af,acid absorption,acid,B01,0.5
fce069a07304db12,acid absorption,acid absorption column,B01,0.5
0885d130fd9d50a4,acid absorption,acid absorption tower,B01,0.5
3ad51d1654fa78aa,acid absorption,acid digestion,B01,0.75
197377910826e9a0,acid absorption,acid distillation,B01,0.25
5613325cb8a57bc8,acid absorption,acid recovery,B01,0.5
3eaee93303a76295,acid absorption,acid stripping,B01,0.5
c133361db6dde71d,acid absorption,acid wash,B01,0.25
8a2f7a09c36e7f27,acid absorption,acid wash distillation,B01,0.25
4dd4b29c517ce25b,acid absorption,acid water distillation,B01,0.25
0a5c9cab09de9020,acid absorption,acid water wash,B01,0.25
f6e67f136fb163a3,acid absorption,acrylic acid absorption,B01,0.5
6f3b2f2804c199b4,acid absorption,amino acids,B01,0.25
94cd797823f9191a,acid absorption,catalytic hydrogenation,B01,0.25
6312f42d8f1c37b3,acid absorption,catalytic oxidation,B01,0.25
fc63c89be37a059c,acid absorption,chemical analysis,B01,0.25
62a99710bc868d0b,acid absorption,chemical inhibition,B01,0.25
6c895aabbc9d825a,acid absorption,h2so4 absorption,B01,0.5
a6cc840343fda298,acid absorption,hydro catalytic hydrogenation,B01,0.25
571e7d26da0b0ccd,acid absorption,hydro catalytic oxidation,B01,0.25
61afb3b881ba6c9b,acid absorption,hydrochloric acid absorption,B01,0.5
67a024b4eb4393f1,acid absorption,hydroformylation,B01,0.25
d78ec0c053366b48,acid absorption,hydrogenation,B01,0.25
a9d797d846588bd9,acid absorption,hydroxycarboxylicacid absorption,B01,0.5
40c303263680ce7f,acid absorption,membrane catalytic hydrogenation,B01,0.25
e9a68b29140ca25f,acid absorption,membrane catalytic oxidation,B01,0.25
1ec8a21f478ae0f1,acid absorption,membrane hydrogenation,B01,0.25
9bf4385b1b63006a,acid absorption,membrane oxidation,B01,0.25
ec77ccb538cc139a,acid absorption,near infrared ray absorption,B01,0
2404594ff2ed4ecb,acid absorption,nitric acid absorption,B01,0.5
d52e638b3c4c9c1e,acid absorption,oxidation,B01,0.25
89e3573a4d5f2fc2,acid absorption,oxidative hydrogenation,B01,0.25
aa8d8bfa1765e3e2,acid absorption,oxide,B01,0.25
dd2b26cf17fb74ea,acid absorption,oxide distillation,B01,0.25
e045ed5f662fe98c,acid absorption,oxide recovery,B01,0.25
6c3036760f90c39c,acid absorption,oxide stripping,B01,0.25
940cc037b242d2da,acid absorption,oxide wash,B01,0.25
0d8d700c7a3532f1,acid absorption,photon absorption,B01,0
bc5e0b5cc383448c,acid absorption,photosynthesis,B01,0
a7aff614211f90d7,acid absorption,phytic acid,B01,0.25
f798712a28d6660b,acid absorption,rosmarinic acid,B01,0.25
311b7cc6e1bc6c14,acid absorption,sulfuric acid,B01,0.25
679f5c4ab8fa0c47,acid absorption,transdermal absorption,B01,0
e955700dffd68624,acid absorption,absorption of acid,B08,1
c9c438a56243d1af,acid absorption,absorption of carbohydrates,B08,0
7ce9dd8327d5cce1,acid absorption,absorption tower,B08,0.25
1a8e9c58ee5e34ca,acid absorption,acid,B08,0.5
3a09aba546aac675,acid absorption,acid absorption,B08,1
ec4fab7c9b9bd303,acid absorption,acid adsorption,B08,0.25
9afe664508a7baf0,acid absorption,acid distillation,B08,0.25
34444e60e67a87e5,acid absorption,acid exchange,B08,0.25
14d69f3548d36186,acid absorption,acid gas distillation,B08,0.25
a4ac7b3741cb5980,acid absorption,acid gas exchange,B08,0.25
d561ddf728f88157,acid absorption,acid gas scrubbing,B08,0.25
9517cc6e239e319d,acid absorption,acid immersion,B08,0.75
9d9930c089943b9c,acid absorption,acid indigestion,B08,0
57ce3adc96d82fca,acid absorption,acid oxide distillation,B08,0.25
11bb11d822dc391e,acid absorption,acid oxide scrubbing,B08,0.25
0956aa30948f0755,acid absorption,acid purification,B08,0.25
de645e182bf2ef1c,acid absorption,acid rain,B08,0
3e012c773242affa,acid absorption,acid reflux,B08,0
390417e5c0161bbc,acid absorption,acid scrubbing,B08,0.25
58677c3403b7867c,acid absorption,acid water,B08,0.5
f5e6c93ffe34fff2,acid absorption,acid water distillation,B08,0.25
4e09b687bfafe30c,acid absorption,acid water exchange,B08,0.25
f63c2e1e537e8a44,acid absorption,acidic foods,B08,0
5f744aa51da08828,acid absorption,acidic immersion,B08,0.75
c49dad6b7b652370,acid absorption,amino acid absorption,B08,0.5
dd63f0d530d1a597,acid absorption,chemical absorption,B08,0.5
6b94d69939983587,acid absorption,chemically soaked,B08,0.25
39e7a72e21b2701c,acid absorption,fertilizer absorption,B08,0.5
87e9e1b7523c7915,acid absorption,hcl acid absorption,B08,0.5
a2cf5cace208d214,acid absorption,multi section connection pipe,B08,0.25
6bfe4f3295caaa68,acid absorption,oxide,B08,0.25
6265e716b9e52c8e,acid absorption,oxide acid distillation,B08,0.25
3c28d1c686f44f23,acid absorption,oxide acid exchange,B08,0.25
55816671cd61e343,acid absorption,oxide distillation,B08,0.25
3e6bb01944e2d139,acid absorption,oxide exchange,B08,0.25
781af4b26cf52346,acid absorption,oxide gas distillation,B08,0.25
67ee8857bc1aba94,acid absorption,oxide gas exchange,B08,0.25
dc1b5a41da00fb12,acid absorption,oxide gas scrubbing,B08,0.25
d02d224b8958fdbe,acid absorption,oxide purification,B08,0.25
6c058949ceca4857,acid absorption,oxide scrubbing,B08,0.25
46173840ad8a4ff8,acid absorption,oxide water,B08,0.25
e8fdef46db333a1a,acid absorption,oxide water distillation,B08,0.25
07a3358b92400793,acid absorption,oxide water exchange,B08,0.25
adaa71de2e893bbb,acid absorption,soil water absorption,B08,0
73a2f0b016fa700f,acid absorption,spray washing bottle body,B08,0.25
bbcfc92543e58f1e,acid absorption,steel structural member cleaning maintenance device,B08,0.25
989ba1e96412f2e6,ack,acknowledgement,G04,0.75
0b69675568e7564b,ack,communication protocol,G04,0.25
23090ec49265de76,ack,data,G04,0.5
753de89863b03020,ack,data network,G04,0.25
b4c9ef7b355bf1f0,ack,data networks,G04,0.25
c43922c93168280d,ack,flad holder pole,G04,0
2c875aea7a58aa3a,ack,flag,G04,0.5
7f84f16356836f3c,ack,flag hoist,G04,0
b0a1ada01c297a74,ack,frame,G04,0.5
c5dc2dc55b392031,ack,header,G04,0.25
cfa3fc016dbc08d2,ack,indications of cystoscopy,G04,0
d0efdd2ed0b447f9,ack,indicative device,G04,0
393b8816cd961b35,ack,indicative message,G04,0.5
6212d9f7155dc84c,ack,indicator,G04,0.25
06356fa510db9a4a,ack,message,G04,0.5
148cdd036ae3f0c4,ack,message ringtone,G04,0
27f9b139ce0a2ea0,ack,red signal,G04,0
736e6a0cf95051fb,ack,signal,G04,0.5
d8262be6984bc530,ack,telecommunication,G04,0.25
4b1cc4c10b1f12e9,ack,acknowledge,G06,0.75
48009477385eda7a,ack,address id,G06,0.25
53d1379463a4f455,ack,bus acknowledge,G06,0.5
b6d7705aea460cec,ack,bus acknowledgement,G06,0.5
a7df63266a0cd792,ack,busy acknowledge,G06,0.5
606e4af9e8c561a7,ack,busy path,G06,0
35ad64716a1f895e,ack,data,G06,0.25
e62b72945a9a7468,ack,flag pole,G06,0
44af86052f6154da,ack,frame flag,G06,0.5
6c5e11ecb9b1e12c,ack,header id,G06,0.5
9f63d6366e231552,ack,liveness message,G06,0.25
315f532c8e37e265,ack,negative acknowledgement,G06,0.5
eca487b69ed50db3,ack,network,G06,0.25
00bc7a5b949fb235,ack,null data,G06,0.25
33b9c9c35e9d6482,ack,positive acknowledgement,G06,0.5
f0f728a174113a0d,ack,positive acknowledgement packet,G06,0.5
27457261a9fd430e,ack,provide for tuning,G06,0
6f725686c1fdce23,ack,provide restoring force,G06,0
78c7b962c17ec8fe,ack,provided acknowledgement,G06,0.75
adce9247f98c8670,ack,provider networks,G06,0
12884aa9ed7d2a80,ack,server message,G06,0.25
015e022df7350b2a,ack,sms acknowledgement,G06,0.5
b54dcabc8b1187c7,ack,tcp acknowledgement,G06,0.5
447af5cc4f38c7c8,ack,window frame,G06,0
9a4fc9ecbdc0535d,acoustooptic modulator,acoustic effect,H01,0.5
7552fd7261730ad9,acoustooptic modulator,acoustic modulator,H01,0.5
21b8bd37a4309944,acoustooptic modulator,acoustic optical modulator,H01,0.5
e3b133c8d4890fc3,acoustooptic modulator,acousto optic element,H01,0.5
ee1bb20a59a4e071,acoustooptic modulator,acousto optic modulating element,H01,0.5
2ab8eae9735c147a,acoustooptic modulator,acousto optical element,H01,0.5
0914fba7eef5d574,acoustooptic modulator,acoustooptic,H01,0.5
d8b63e379c8936ed,acoustooptic modulator,acoustooptic deflector,H01,0.5
25fb59765ebf794e,acoustooptic modulator,amplifier,H01,0.25
6f0ed411c84152ef,acoustooptic modulator,analog signal,H01,0.25
98820ff9e60fe75f,acoustooptic modulator,beam support,H01,0
7ad6f3cefc537a21,acoustooptic modulator,electrical drive signal,H01,0.25
e851e021451aad8b,acoustooptic modulator,electrooptical,H01,0.5
d3150b216813544d,acoustooptic modulator,electrooptical effect,H01,0.5
717a132db3aa625b,acoustooptic modulator,electrooptical modulator,H01,0.5
c34ad64ef5f57ecd,acoustooptic modulator,isolator,H01,0.25
3ad65d80cf4f9f50,acoustooptic modulator,laser beam,H01,0.25
06e72066f62b2f27,acoustooptic modulator,light wave,H01,0.25
0f3d75a789ae5086,acoustooptic modulator,moderator reactor,H01,0
e25105510083783d,acoustooptic modulator,modulator chemistry,H01,0
ab8e9779f2705913,acoustooptic modulator,modulator enzyme,H01,0
06dbe2adc6346c87,acoustooptic modulator,modulator medicine,H01,0
c219fadbccb53638,acoustooptic modulator,optic nerve,H01,0
baec5ff06bc4d279,acoustooptic modulator,optical coupler,H01,0.5
796ab2f0e53f9d12,acoustooptic modulator,optical frequency shifter,H01,0.5
7e46aa3decd316a9,acoustooptic modulator,optical modulator,H01,0.5
0a9ae3bc8cb2b90e,acoustooptic modulator,optical splitter,H01,0.5
7d41d9cdd8801336,acoustooptic modulator,optical splitting coupler,H01,0.5
2c9b5986178c8ce1,acoustooptic modulator,optical splitting splitter,H01,0.25
825cf79d5e2029c5,acoustooptic modulator,output coupler,H01,0.5
8cafdc143580f931,acoustooptic modulator,output modulator,H01,0.25
bb9dc49be3f12f1f,acoustooptic modulator,piezoelectric,H01,0.25
146c3bf3b51d1dfa,acoustooptic modulator,piezoelectric modulator,H01,0.5
e04cd658df7318d2,acoustooptic modulator,sound signal,H01,0.25
2b8b7c03835b7d6a,acoustooptic modulator,sound waves,H01,0.25
571c41e5f6360258,acrylate groups,acid groups,D21,0.5
dc2ad0418edf02f5,acrylate groups,acid units,D21,0.25
609fe13f9be00897,acrylate groups,acrylate,D21,0.5
47b2ef2867d0c5d6,acrylate groups,acrylate functional groups,D21,0.5
29e57b412eaefc27,acrylate groups,acrylate ion,D21,0.5
75320ab4da05f063,acrylate groups,acrylate monomers,D21,0.5
44838ca1408d4062,acrylate groups,acrylate units,D21,0.75
6a302272df355a02,acrylate groups,acrylic acid,D21,0.5
2aca7772d60e9b85,acrylate groups,aryl halide,D21,0
04645ab8f8440ef2,acrylate groups,carbonyl carbon,D21,0.25
412c0283782baf17,acrylate groups,carboxylic acid groups,D21,0.5
f3d5fb05051f8780,acrylate groups,coametic,D21,0.25
75f672cfb24c971a,acrylate groups,comonomer,D21,0.25
2aca7f3b8f850a30,acrylate groups,contained acrylate groups,D21,0.75
30bec6163fc66c8a,acrylate groups,contained acrylate units,D21,0.5
87cc8a2e91de1b35,acrylate groups,contained functional groups,D21,0.5
4cc46a4c911221aa,acrylate groups,contained functional units,D21,0.25
cf4841539c8bb76c,acrylate groups,copolymerized acrylate groups,D21,0.5
61749d6da627c2d7,acrylate groups,copolymerized acrylate units,D21,0.5
fa22460c39ab9d9b,acrylate groups,copolymerized functional groups,D21,0.5
cf81da4d957e3801,acrylate groups,copolymerized functional units,D21,0.25
58c50ffeacb6cc7c,acrylate groups,copolymers,D21,0.25
bcd313b2f1261690,acrylate groups,ester group,D21,0.25
59a893900410eb32,acrylate groups,functional acrylate,D21,0.5
58b641e50fb6cafa,acrylate groups,functional groups,D21,0.5
